adcode,business,city,cityCode,city_level,corn_str,country,country_code,country_code_iso,country_code_iso2,direction,distance,district,formatted_address,lat,location,lon,poiRegions,pois,province,roads,sematic_description,street,street_number,town
110118,密云城区,北京市,131,2,"116.84,40.37",中国,0,CHN,CN,,,密云区,北京市密云区农机路,40.37,"{'lng': 116.83999999999993, 'lat': 40.37000003272764}",116.84,"[{'direction_desc': '内', 'uid': '680fb703c90cece18bb98875', 'name': '涧桥山', 'tag': '房地产;住宅区', 'distance': '0'}]",[],北京市,[],"涧桥山内,果园街道老年大学瑞和园社区分校北343米",农机路,,
110108,"公主坟,万寿路",北京市,131,2,"116.32,39.92",中国,0,CHN,CN,,,海淀区,北京市海淀区,39.92,"{'lng': 116.31999999999994, 'lat': 39.92000007663986}",116.32,"[{'direction_desc': '内', 'uid': '3810c87916332c8b9d09f7b2', 'name': '玉渊潭公园', 'tag': '旅游景点;风景区', 'distance': '0'}]",[],北京市,[],"玉渊潭公园内,生命绿洲西南76米",,,
110107,"苹果园,杨庄,八角",北京市,131,2,"116.20,39.93",中国,0,CHN,CN,,,石景山区,北京市石景山区阜南二街,39.93,"{'lng': 116.19999999999993, 'lat': 39.93000007583822}",116.20,"[{'direction_desc': '内', 'uid': '47cf57c3def9d5d3f8221314', 'name': '休闲健身广场', 'tag': '休闲娱乐;休闲广场', 'distance': '0'}]",[],北京市,[],休闲健身广场内,阜南二街,,
110115,,北京市,131,2,"116.42,39.50",中国,0,CHN,CN,,,大兴区,北京市大兴区,39.50,"{'lng': 116.41999999999993, 'lat': 39.500000101357735}",116.42,[],[],北京市,[],公各庄村东922米,,,
110114,,北京市,131,2,"116.12,40.16",中国,0,CHN,CN,,,昌平区,北京市昌平区,40.16,"{'lng': 116.11999999999995, 'lat': 40.16000005504844}",116.12,[],[],北京市,[],,,,
110114,南口,北京市,131,2,"116.16,40.25",中国,0,CHN,CN,,,昌平区,北京市昌平区G6(京藏高速),40.25,"{'lng': 116.15999999999993, 'lat': 40.2500000458179}",116.16,[],[],北京市,[],龙虎台西北337米,G6(京藏高速),,
110109,永定,北京市,131,2,"116.11,39.90",中国,0,CHN,CN,,,门头沟区,北京市门头沟区,39.90,"{'lng': 116.10999999999993, 'lat': 39.90000007821559}",116.11,[],[],北京市,[],北京石龙建筑设备桥架厂北407米,,,
110106,"青塔,岳各庄,丰台体育馆",北京市,131,2,"116.28,39.90",中国,0,CHN,CN,东北,59,丰台区,北京市丰台区西四环中路79号院-北50米,39.90,"{'lng': 116.27999999999993, 'lat': 39.90000007821559}",116.28,[],[],北京市,[],业之峰装饰(峰格汇家居青塔店)东106米,西四环中路,79号院-北50米,
110108,,北京市,131,2,"116.23,39.94",中国,0,CHN,CN,,,海淀区,北京市海淀区田村路,39.94,"{'lng': 116.22999999999993, 'lat': 39.94000007502755}",116.23,[],[],北京市,[],北京市公安局海淀分局西山派出所(宝山社区警务工作室)北322米,田村路,,
110109,,北京市,131,2,"116.08,39.92",中国,0,CHN,CN,,,门头沟区,北京市门头沟区,39.92,"{'lng': 116.07999999999993, 'lat': 39.92000007663986}",116.08,[],[],北京市,[],,,,
110115,,北京市,131,2,"116.53,39.60",中国,0,CHN,CN,,,大兴区,北京市大兴区,39.60,"{'lng': 116.52999999999993, 'lat': 39.600000097142235}",116.53,[],[],北京市,[],,,,
110111,,北京市,131,2,"116.00,39.76",中国,0,CHN,CN,,,房山区,北京市房山区,39.76,"{'lng': 115.99999999999994, 'lat': 39.76000008817916}",116.00,[],[],北京市,[],七边地东908米,,,
110109,,北京市,131,2,"115.98,40.05",中国,0,CHN,CN,,,门头沟区,北京市门头沟区,40.05,"{'lng': 115.97999999999993, 'lat': 40.05000006553164}",115.98,"[{'direction_desc': '内', 'uid': 'e85e2527199b802d95f08c1a', 'name': '神泉峡风景区', 'tag': '旅游景点;风景区', 'distance': '0'}]",[],北京市,[],神泉峡风景区内,,,
110115,,北京市,131,2,"116.51,39.59",中国,0,CHN,CN,,,大兴区,北京市大兴区伙佟路,39.59,"{'lng': 116.50999999999993, 'lat': 39.59000009761263}",116.51,[],[],北京市,[],林家场东北314米,伙佟路,,
110115,,北京市,131,2,"116.48,39.58",中国,0,CHN,CN,,,大兴区,北京市大兴区,39.58,"{'lng': 116.47999999999993, 'lat': 39.58000009807226}",116.48,[],[],北京市,[],河北头村南615米,,,
110114,,北京市,131,2,"116.49,40.18",中国,0,CHN,CN,,,昌平区,北京市昌平区S321(顺沙路),40.18,"{'lng': 116.48999999999992, 'lat': 40.180000053045205}",116.49,[],[],北京市,[],高丽营北桥西531米,S321(顺沙路),,
110117,金海湖,北京市,131,2,"117.29,40.19",中国,0,CHN,CN,,,平谷区,北京市平谷区胡靠路,40.19,"{'lng': 117.28999999999995, 'lat': 40.19000005203301}",117.29,[],[],北京市,[],韩庄村东北669米,胡靠路,,
110115,,北京市,131,2,"116.44,39.71",中国,0,CHN,CN,,,大兴区,北京市大兴区孙垡路,39.71,"{'lng': 116.43999999999994, 'lat': 39.71000009126624}",116.44,[],[],北京市,[],,孙垡路,,
110111,,北京市,131,2,"116.21,39.73",中国,0,CHN,CN,,,房山区,北京市房山区,39.73,"{'lng': 116.20999999999992, 'lat': 39.730000090062056}",116.21,[],[],北京市,[],,,,
110114,东小口,北京市,131,2,"116.40,40.06",中国,0,CHN,CN,,,昌平区,北京市昌平区,40.06,"{'lng': 116.39999999999993, 'lat': 40.060000064617775}",116.40,[],[],北京市,[],贺家村南775米,,,
110111,,北京市,131,2,"115.82,39.55",中国,0,CHN,CN,,,房山区,北京市房山区广润庄路,39.55,"{'lng': 115.81999999999994, 'lat': 39.55000009938617}",115.82,[],[],北京市,[],北京易水奇石雕刻厂南919米,广润庄路,,
110116,北房,北京市,131,2,"116.68,40.33",中国,0,CHN,CN,,,怀柔区,北京市怀柔区G101(京沈线),40.33,"{'lng': 116.67999999999994, 'lat': 40.330000037180945}",116.68,[],[],北京市,[],王化东北761米,G101(京沈线),,
110111,,北京市,131,2,"116.06,39.69",中国,0,CHN,CN,,,房山区,北京市房山区阎周路,39.69,"{'lng': 116.05999999999995, 'lat': 39.69000009242914}",116.06,[],[],北京市,[],下坡店楼板厂西874米,阎周路,,
110113,,北京市,131,2,"116.53,40.21",中国,0,CHN,CN,,,顺义区,北京市顺义区,40.21,"{'lng': 116.52999999999993, 'lat': 40.210000049987954}",116.53,[],[],北京市,[],中国邮政储蓄银行(板桥邮局营业部)南976米,,,
110111,,北京市,131,2,"116.14,39.65",中国,0,CHN,CN,,,房山区,北京市房山区X009(房东路),39.65,"{'lng': 116.13999999999993, 'lat': 39.65000009462967}",116.14,[],[],北京市,[],强盛建筑材料厂南585米,X009(房东路),,
110114,,北京市,131,2,"116.34,40.23",中国,0,CHN,CN,,,昌平区,北京市昌平区,40.23,"{'lng': 116.33999999999993, 'lat': 40.230000047915986}",116.34,[],[],北京市,[],隆鑫庄园西南485米,,,
110119,大榆树,北京市,131,2,"116.03,40.43",中国,0,CHN,CN,,,延庆区,北京市延庆区,40.43,"{'lng': 116.02999999999993, 'lat': 40.4300000258992}",116.03,[],[],北京市,[],刘家堡村西南276米,,,
110114,,北京市,131,2,"116.45,40.28",中国,0,CHN,CN,,,昌平区,北京市昌平区,40.28,"{'lng': 116.44999999999993, 'lat': 40.280000042623605}",116.45,"[{'direction_desc': '内', 'uid': 'b9e5d0b8374138bc81a12e66', 'name': '大杨山国家森林公园', 'tag': '旅游景点;公园', 'distance': '0'}]",[],北京市,[],大杨山国家森林公园内,,,
110113,南彩,北京市,131,2,"116.71,40.16",中国,0,CHN,CN,,,顺义区,北京市顺义区,40.16,"{'lng': 116.70999999999992, 'lat': 40.16000005504844}",116.71,[],[],北京市,[],南树行西771米,,,
110105,"酒仙桥,将台路,大山子",北京市,131,2,"116.50,39.97",中国,0,CHN,CN,附近,37,朝阳区,北京市朝阳区酒仙桥路37号,39.97,"{'lng': 116.49999999999994, 'lat': 39.97000007254172}",116.50,[],[],北京市,[],酒仙桥中心小学南105米,酒仙桥路,37号,
110117,"平谷城区,渔阳,滨河",北京市,131,2,"117.12,40.14",中国,0,CHN,CN,附近,25,平谷区,北京市平谷区新平南路163号,40.14,"{'lng': 117.11999999999993, 'lat': 40.14000005702287}",117.12,"[{'direction_desc': '内', 'uid': '50282b422a1eb3bfb33c818a', 'name': '南小区-南区', 'tag': '房地产;住宅区', 'distance': '0'}]",[],北京市,[],"南小区-南区内,南小区西南113米",新平南路,163号,
110117,,北京市,131,2,"117.22,40.15",中国,0,CHN,CN,,,平谷区,北京市平谷区X017(东南路),40.15,"{'lng': 117.21999999999993, 'lat': 40.15000005603932}",117.22,[],[],北京市,[],甘营村西南879米,X017(东南路),,
110113,,北京市,131,2,"116.71,40.21",中国,0,CHN,CN,,,顺义区,北京市顺义区,40.21,"{'lng': 116.70999999999992, 'lat': 40.210000049987954}",116.71,[],[],北京市,[],,,,
110115,,北京市,131,2,"116.30,39.72",中国,0,CHN,CN,,,大兴区,北京市大兴区,39.72,"{'lng': 116.29999999999993, 'lat': 39.72000009066928}",116.30,[],[],北京市,[],天立达艺术玻璃厂东369米,,,
110117,,北京市,131,2,"116.99,40.15",中国,0,CHN,CN,,,平谷区,北京市平谷区东王路,40.15,"{'lng': 116.98999999999994, 'lat': 40.15000005603932}",116.99,[],[],北京市,[],西双营村东北929米,东王路,,
110113,,北京市,131,2,"116.49,40.21",中国,0,CHN,CN,南,71,顺义区,北京市顺义区联兴中街7号,40.21,"{'lng': 116.48999999999992, 'lat': 40.210000049987954}",116.49,[],[],北京市,[],联庄村南217米,联兴中街,7号,
110115,,北京市,131,2,"116.36,39.47",中国,0,CHN,CN,,,大兴区,北京市大兴区王屯路,39.47,"{'lng': 116.35999999999993, 'lat': 39.470000102408704}",116.36,[],[],北京市,[],王家屯村东南648米,王屯路,,
110105,"柳芳,左家庄,和平里",北京市,131,2,"116.44,39.96",中国,0,CHN,CN,,,朝阳区,北京市朝阳区西坝河南路,39.96,"{'lng': 116.43999999999994, 'lat': 39.960000073379206}",116.44,"[{'direction_desc': '内', 'uid': 'd6df91c1b385f16af6b9168e', 'name': '怡和阳光大厦', 'tag': '房地产;写字楼', 'distance': '0'}, {'direction_desc': '内', 'uid': '9868e865dc48c0bc9868b436', 'name': '怡和阳光大厦-A座', 'tag': '房地产;写字楼', 'distance': '0'}]",[],北京市,[],"怡和阳光大厦内,汉庭酒店(北京柳芳店)东54米",西坝河南路,,
110108,,北京市,131,2,"116.11,40.10",中国,0,CHN,CN,,,海淀区,北京市海淀区车耳营路,40.10,"{'lng': 116.10999999999993, 'lat': 40.100000060882294}",116.11,[],[],北京市,[],北京环绿艺苑西北327米,车耳营路,,
110111,,北京市,131,2,"115.73,39.57",中国,0,CHN,CN,,,房山区,北京市房山区,39.57,"{'lng': 115.72999999999993, 'lat': 39.570000098521064}",115.73,[],[],北京市,[],张坊镇九龙旅游观光园南684米,,,
110109,永定,北京市,131,2,"116.13,39.92",中国,0,CHN,CN,,,门头沟区,北京市门头沟区,39.92,"{'lng': 116.12999999999994, 'lat': 39.92000007663986}",116.13,[],[],北京市,[],惠康家园东南532米,,,
110118,,北京市,131,2,"117.16,40.44",中国,0,CHN,CN,,,密云区,北京市密云区,40.44,"{'lng': 117.15999999999993, 'lat': 40.440000024745295}",117.16,[],[],北京市,[],,,,
110112,"运河大街,乔庄",北京市,131,2,"116.70,39.89",中国,0,CHN,CN,,,通州区,北京市通州区乔庄南路,39.89,"{'lng': 116.69999999999993, 'lat': 39.89000007898957}",116.70,[],[],北京市,[],北京东方华奥汽车销售服务有限公司东138米,乔庄南路,,
110111,,北京市,131,2,"116.01,39.59",中国,0,CHN,CN,,,房山区,北京市房山区,39.59,"{'lng': 116.00999999999993, 'lat': 39.59000009761263}",116.01,[],[],北京市,[],白庄西397米,,,
110112,马驹桥,北京市,131,2,"116.58,39.74",中国,0,CHN,CN,,,通州区,北京市通州区小古二路,39.74,"{'lng': 116.57999999999993, 'lat': 39.74000008944461}",116.58,"[{'direction_desc': '内', 'uid': 'e7ed34c4d02ef909f92d6136', 'name': '联东U谷-北区一号院', 'tag': '公司企业;园区', 'distance': '0'}]",[],北京市,[],"联东U谷-北区一号院内,联东u谷北一区3号楼东南100米",小古二路,,
110105,,北京市,131,2,"116.61,39.98",中国,0,CHN,CN,,,朝阳区,北京市朝阳区,39.98,"{'lng': 116.60999999999993, 'lat': 39.980000071695436}",116.61,[],[],北京市,[],北京市朝阳昆仑电线厂东884米,,,
110105,"来广营,望京",北京市,131,2,"116.49,40.03",中国,0,CHN,CN,,,朝阳区,北京市朝阳区,40.03,"{'lng': 116.48999999999992, 'lat': 40.03000006733478}",116.49,[],[],北京市,[],望京北机动车检测场东379米,,,
110115,,北京市,131,2,"116.48,39.56",中国,0,CHN,CN,,,大兴区,北京市大兴区,39.56,"{'lng': 116.47999999999993, 'lat': 39.56000009895905}",116.48,[],[],北京市,[],,,,
110111,,北京市,131,2,"115.99,39.65",中国,0,CHN,CN,,,房山区,北京市房山区,39.65,"{'lng': 115.98999999999992, 'lat': 39.65000009462967}",115.99,[],[],北京市,[],石楼村西北80米,,,
110117,刘家店,北京市,131,2,"116.99,40.25",中国,0,CHN,CN,,,平谷区,北京市平谷区,40.25,"{'lng': 116.98999999999994, 'lat': 40.2500000458179}",116.99,[],[],北京市,[],,,,
110113,,北京市,131,2,"116.94,40.13",中国,0,CHN,CN,,,顺义区,北京市顺义区贾李路,40.13,"{'lng': 116.93999999999993, 'lat': 40.13000005799904}",116.94,[],[],北京市,[],贾家洼子村东北678米,贾李路,,
110105,"东小口,立水桥,天通苑",北京市,131,2,"116.42,40.06",中国,0,CHN,CN,,,朝阳区,北京市朝阳区S213(立汤路),40.06,"{'lng': 116.41999999999993, 'lat': 40.060000064617775}",116.42,[],[],北京市,[],果多美(立水桥店)北115米,S213(立汤路),,
110105,"亮马桥,三元桥,燕莎",北京市,131,2,"116.47,39.95",中国,0,CHN,CN,附近,41,朝阳区,北京市朝阳区北三环东路10号,39.95,"{'lng': 116.46999999999993, 'lat': 39.95000007420785}",116.47,"[{'direction_desc': '内', 'uid': '780bdabc38c7972dc51e513b', 'name': '北京长城饭店', 'tag': '酒店;五星级', 'distance': '0'}]",[],北京市,[],北京长城饭店内,北三环东路,10号,
130730,,张家口市,264,2,"115.77,40.46",中国,0,CHN,CN,,,怀来县,河北省张家口市怀来县,40.46,"{'lng': 115.76999999999992, 'lat': 40.46000002242499}",115.77,"[{'direction_desc': '内', 'uid': 'eecdc8a42a31f7f645e2740f', 'name': '奥伦达部落', 'tag': '旅游景点;其他', 'distance': '0'}]",[],河北省,[],"奥伦达部落内,原乡梦得惜诺(南门)南163米",,,
110113,,北京市,131,2,"116.82,40.04",中国,0,CHN,CN,,,顺义区,北京市顺义区南前街,40.04,"{'lng': 116.81999999999992, 'lat': 40.04000006643732}",116.82,[],[],北京市,[],北京市水利工程构件厂南658米,南前街,,
110114,,北京市,131,2,"116.03,40.16",中国,0,CHN,CN,,,昌平区,北京市昌平区,40.16,"{'lng': 116.02999999999993, 'lat': 40.16000005504844}",116.03,[],[],北京市,[],,,,
110116,"庙城,怀柔城区",北京市,131,2,"116.65,40.30",中国,0,CHN,CN,,,怀柔区,北京市怀柔区怀河桥,40.30,"{'lng': 116.64999999999993, 'lat': 40.30000004046384}",116.65,[],[],北京市,[],北京安鹏汽车综合性能检测站东309米,怀河桥,,
110112,,北京市,131,2,"116.87,39.71",中国,0,CHN,CN,,,通州区,北京市通州区,39.71,"{'lng': 116.86999999999993, 'lat': 39.71000009126624}",116.87,[],[],北京市,[],,,,
110109,,北京市,131,2,"115.99,39.88",中国,0,CHN,CN,,,门头沟区,北京市门头沟区,39.88,"{'lng': 115.98999999999992, 'lat': 39.88000007975422}",115.99,[],[],北京市,[],东港村东北892米,,,
110109,,北京市,131,2,"115.84,40.04",中国,0,CHN,CN,,,门头沟区,北京市门头沟区,40.04,"{'lng': 115.83999999999993, 'lat': 40.04000006643732}",115.84,[],[],北京市,[],,,,
110109,,北京市,131,2,"116.07,39.86",中国,0,CHN,CN,,,门头沟区,北京市门头沟区鲁坨路,39.86,"{'lng': 116.06999999999994, 'lat': 39.86000008125524}",116.07,[],[],北京市,[],佛门儿沟北376米,鲁坨路,,
110106,,北京市,131,2,"116.14,39.88",中国,0,CHN,CN,,,丰台区,北京市丰台区,39.88,"{'lng': 116.13999999999993, 'lat': 39.88000007975422}",116.14,[],[],北京市,[],浅山弯月别墅西502米,,,
110114,"东小口,天通苑",北京市,131,2,"116.45,40.07",中国,0,CHN,CN,,,昌平区,北京市昌平区北苑东路,40.07,"{'lng': 116.44999999999993, 'lat': 40.070000063695836}",116.45,[],[],北京市,[],天通东苑二区-东门东南199米,北苑东路,,
110117,,北京市,131,2,"117.19,40.15",中国,0,CHN,CN,,,平谷区,北京市平谷区S305(顺平路),40.15,"{'lng': 117.18999999999993, 'lat': 40.15000005603932}",117.19,[],[],北京市,[],北京市世纪龙涂料厂西北511米,S305(顺平路),,
110115,,北京市,131,2,"116.41,39.53",中国,0,CHN,CN,,,大兴区,北京市大兴区,39.53,"{'lng': 116.40999999999993, 'lat': 39.53000010020767}",116.41,[],[],北京市,[],,,,
110115,,北京市,131,2,"116.65,39.64",中国,0,CHN,CN,,,大兴区,北京市大兴区,39.64,"{'lng': 116.64999999999993, 'lat': 39.640000095153454}",116.65,[],[],北京市,[],潘铁营村西北556米,,,
110111,,北京市,131,2,"115.96,39.82",中国,0,CHN,CN,,,房山区,北京市房山区,39.82,"{'lng': 115.95999999999992, 'lat': 39.820000084142414}",115.96,[],[],北京市,[],石花洞鸟语林北828米,,,
110114,,北京市,131,2,"116.46,40.24",中国,0,CHN,CN,,,昌平区,北京市昌平区,40.24,"{'lng': 116.45999999999992, 'lat': 40.24000004687015}",116.46,"[{'direction_desc': '内', 'uid': '5e53af1acfd2a35c4151c025', 'name': '桃峪口水库', 'tag': '自然地物;水系', 'distance': '0'}]",[],北京市,[],桃峪口水库内,,,
110108,,北京市,131,2,"116.13,40.06",中国,0,CHN,CN,,,海淀区,北京市海淀区S210(大觉寺路),40.06,"{'lng': 116.12999999999994, 'lat': 40.060000064617775}",116.13,[],[],北京市,[],周家巷桥西674米,S210(大觉寺路),,
110105,"芍药居,对外经贸,太阳宫",北京市,131,2,"116.44,39.99",中国,0,CHN,CN,,,朝阳区,北京市朝阳区文学馆路辅路,39.99,"{'lng': 116.43999999999994, 'lat': 39.99000007084043}",116.44,"[{'direction_desc': '内', 'uid': '2499bb3a804f4ab35d0d026e', 'name': '芍药居北里', 'tag': '房地产;住宅区', 'distance': '0'}]",[],北京市,[],"芍药居北里内,小博士幼儿园(文学馆路)附近35米",文学馆路辅路,,
110119,,北京市,131,2,"116.00,40.42",中国,0,CHN,CN,,,延庆区,北京市延庆区,40.42,"{'lng': 115.99999999999994, 'lat': 40.42000002704878}",116.00,[],[],北京市,[],东桑园东南567米,,,
110113,马坡,北京市,131,2,"116.65,40.17",中国,0,CHN,CN,附近,32,顺义区,北京市顺义区西马坡村西街11号,40.17,"{'lng': 116.64999999999993, 'lat': 40.17000005405039}",116.65,"[{'direction_desc': '内', 'uid': 'bc8a27ee0d6a0d3f0289722a', 'name': '中晟馨苑', 'tag': '房地产;住宅区', 'distance': '0'}]",[],北京市,[],"中晟馨苑内,西马坡村一街西245米",西马坡村西街,11号,
110119,,北京市,131,2,"116.39,40.70",中国,0,CHN,CN,,,延庆区,北京市延庆区,40.70,"{'lng': 116.38999999999993, 'lat': 40.699999993634286}",116.39,[],[],北京市,[],大半沟东509米,,,
110109,,北京市,131,2,"115.55,40.02",中国,0,CHN,CN,,,门头沟区,北京市门头沟区,40.02,"{'lng': 115.54999999999993, 'lat': 40.020000068223894}",115.55,"[{'direction_desc': '内', 'uid': 'fd13a3f2697611fab1077d08', 'name': '龙门涧风景区', 'tag': '旅游景点;风景区', 'distance': '0'}]",[],北京市,[],龙门涧风景区内,,,
130730,,张家口市,264,2,"115.92,40.36",中国,0,CHN,CN,,,怀来县,河北省张家口市怀来县,40.36,"{'lng': 115.91999999999993, 'lat': 40.3600000338488}",115.92,[],[],河北省,[],康庄桥东南941米,,,
110112,,北京市,131,2,"116.70,39.95",中国,0,CHN,CN,,,通州区,北京市通州区潞苑二街辅路,39.95,"{'lng': 116.69999999999993, 'lat': 39.95000007420785}",116.70,"[{'direction_desc': '内', 'uid': '1eeed546396d16f2b5147f0f', 'name': '北京中加学校', 'tag': '教育培训;中学', 'distance': '0'}]",[],北京市,[],"北京中加学校内,北京通州华仁学校附近44米",潞苑二街辅路,,
110111,,北京市,131,2,"116.02,39.74",中国,0,CHN,CN,,,房山区,北京市房山区X026(顾八路),39.74,"{'lng': 116.01999999999992, 'lat': 39.74000008944461}",116.02,[],[],北京市,[],,X026(顾八路),,
110118,,北京市,131,2,"116.95,40.29",中国,0,CHN,CN,,,密云区,北京市密云区,40.29,"{'lng': 116.94999999999993, 'lat': 40.29000004154667}",116.95,[],[],北京市,[],,,,
110113,,北京市,131,2,"116.66,40.10",中国,0,CHN,CN,,,顺义区,北京市顺义区X306(铁东路),40.10,"{'lng': 116.65999999999993, 'lat': 40.100000060882294}",116.66,[],[],北京市,[],北京第一机床厂西北409米,X306(铁东路),,
110112,,北京市,131,2,"116.63,39.75",中国,0,CHN,CN,,,通州区,北京市通州区S303(漷马路),39.75,"{'lng': 116.62999999999992, 'lat': 39.75000008881694}",116.63,[],[],北京市,[],东田阳村西966米,S303(漷马路),,
110111,,北京市,131,2,"115.77,39.54",中国,0,CHN,CN,,,房山区,北京市房山区X025(南土路),39.54,"{'lng': 115.76999999999992, 'lat': 39.54000009980236}",115.77,[],[],北京市,[],镇江营村东北971米,X025(南土路),,
110112,,北京市,131,2,"116.74,39.89",中国,0,CHN,CN,,,通州区,北京市通州区S229(通怀路),39.89,"{'lng': 116.73999999999994, 'lat': 39.89000007898957}",116.74,[],[],北京市,[],大运河森林公园-西五门西北413米,S229(通怀路),,
110111,,北京市,131,2,"115.97,39.76",中国,0,CHN,CN,西南,94,房山区,北京市房山区双泉西路4号,39.76,"{'lng': 115.96999999999993, 'lat': 39.76000008817916}",115.97,"[{'direction_desc': '内', 'uid': '8294771dfa1e97c0b6147f16', 'name': '东风南里', 'tag': '房地产;住宅区', 'distance': '0'}]",[],北京市,[],"东风南里内,东风幼儿园东北177米",双泉西路,4号,
110115,,北京市,131,2,"116.57,39.72",中国,0,CHN,CN,,,大兴区,北京市大兴区,39.72,"{'lng': 116.56999999999992, 'lat': 39.72000009066928}",116.57,[],[],北京市,[],,,,
110114,,北京市,131,2,"116.09,40.28",中国,0,CHN,CN,,,昌平区,北京市昌平区,40.28,"{'lng': 116.08999999999993, 'lat': 40.280000042623605}",116.09,[],[],北京市,[],,,,
110115,,北京市,131,2,"116.55,39.61",中国,0,CHN,CN,,,大兴区,北京市大兴区徐柏环路,39.61,"{'lng': 116.54999999999993, 'lat': 39.61000009666106}",116.55,[],[],北京市,[],徐柏村西179米,徐柏环路,,
110105,"首都机场,天竺",北京市,131,2,"116.60,40.06",中国,0,CHN,CN,,,朝阳区,北京市朝阳区岗山路,40.06,"{'lng': 116.59999999999992, 'lat': 40.060000064617775}",116.60,[],[],北京市,[],北平里北240米,岗山路,,
110115,,北京市,131,2,"116.54,39.79",中国,0,CHN,CN,,,大兴区,北京市大兴区同济南路,39.79,"{'lng': 116.53999999999994, 'lat': 39.79000008620548}",116.54,[],[],北京市,[],GEHC新大楼东322米,同济南路,,
110112,"乔庄,运河大街",北京市,131,2,"116.70,39.90",中国,0,CHN,CN,,,通州区,北京市通州区运河西大街辅路,39.90,"{'lng': 116.69999999999993, 'lat': 39.90000007821559}",116.70,[],[],北京市,[],通州区永顺镇乔庄小学东北74米,运河西大街辅路,,
110114,,北京市,131,2,"116.14,40.22",中国,0,CHN,CN,,,昌平区,北京市昌平区亭北路,40.22,"{'lng': 116.13999999999993, 'lat': 40.220000048955285}",116.14,[],[],北京市,[],北京市南农水泥构件厂东北312米,亭北路,,
110118,,北京市,131,2,"116.83,40.46",中国,0,CHN,CN,,,密云区,北京市密云区,40.46,"{'lng': 116.82999999999993, 'lat': 40.46000002242499}",116.83,[],[],北京市,[],北京密云京华肿瘤医院东北758米,,,
110105,豆各庄,北京市,131,2,"116.58,39.87",中国,0,CHN,CN,,,朝阳区,北京市朝阳区郎辛庄路,39.87,"{'lng': 116.57999999999993, 'lat': 39.870000080509456}",116.58,[],[],北京市,[],青青家园-西门西南208米,郎辛庄路,,
110113,,北京市,131,2,"116.90,40.16",中国,0,CHN,CN,,,顺义区,北京市顺义区S305(顺平路),40.16,"{'lng': 116.89999999999993, 'lat': 40.16000005504844}",116.90,[],[],北京市,[],曾庄东南508米,S305(顺平路),,
110116,,北京市,131,2,"116.72,40.78",中国,0,CHN,CN,,,怀柔区,北京市怀柔区,40.78,"{'lng': 116.71999999999993, 'lat': 40.779999983841435}",116.72,[],[],北京市,[],东南沟村西692米,,,
110119,,北京市,131,2,"115.96,40.48",中国,0,CHN,CN,,,延庆区,北京市延庆区,40.48,"{'lng': 115.95999999999992, 'lat': 40.4800000200888}",115.96,[],[],北京市,[],王庄村西北624米,,,
110114,,北京市,131,2,"116.00,40.16",中国,0,CHN,CN,,,昌平区,北京市昌平区小水峪路,40.16,"{'lng': 115.99999999999994, 'lat': 40.16000005504844}",116.00,[],[],北京市,[],小水峪村东南389米,小水峪路,,
110109,,北京市,131,2,"115.64,39.97",中国,0,CHN,CN,,,门头沟区,北京市门头沟区,39.97,"{'lng': 115.63999999999994, 'lat': 39.97000007254172}",115.64,[],[],北京市,[],,,,
110112,,北京市,131,2,"116.72,39.95",中国,0,CHN,CN,,,通州区,北京市通州区疃里大街,39.95,"{'lng': 116.71999999999993, 'lat': 39.95000007420785}",116.72,[],[],北京市,[],北京辉艺学院西南382米,疃里大街,,
110106,长辛店,北京市,131,2,"116.21,39.83",中国,0,CHN,CN,,,丰台区,北京市丰台区教堂胡同,39.83,"{'lng': 116.20999999999992, 'lat': 39.830000083435124}",116.21,[],[],北京市,[],长辛店天主教堂西253米,教堂胡同,,
110111,,北京市,131,2,"116.17,39.71",中国,0,CHN,CN,,,房山区,北京市房山区黑鲁路,39.71,"{'lng': 116.16999999999993, 'lat': 39.71000009126624}",116.17,[],[],北京市,[],爱尚公寓东704米,黑鲁路,,
110114,阳坊,北京市,131,2,"116.13,40.14",中国,0,CHN,CN,,,昌平区,北京市昌平区佛山福路,40.14,"{'lng': 116.12999999999994, 'lat': 40.14000005702287}",116.13,[],[],北京市,[],后白虎涧北566米,佛山福路,,
110105,"首都机场,天竺",北京市,131,2,"116.60,40.07",中国,0,CHN,CN,,,朝阳区,北京市朝阳区首都机场路辅路,40.07,"{'lng': 116.59999999999992, 'lat': 40.070000063695836}",116.60,"[{'direction_desc': '内', 'uid': '0b1a222a5e3c3c0f7dc87611', 'name': '北京首都国际机场', 'tag': '交通设施;飞机场', 'distance': '0'}]",[],北京市,[],"北京首都国际机场内,北京飞机维修工程公司西北91米",首都机场路辅路,,
110109,,北京市,131,2,"115.69,39.92",中国,0,CHN,CN,,,门头沟区,北京市门头沟区,39.92,"{'lng': 115.68999999999994, 'lat': 39.92000007663986}",115.69,[],[],北京市,[],,,,
110119,大榆树,北京市,131,2,"116.02,40.43",中国,0,CHN,CN,,,延庆区,北京市延庆区,40.43,"{'lng': 116.01999999999992, 'lat': 40.4300000258992}",116.02,[],[],北京市,[],博雅圆小区东北839米,,,
